sleep_hours,steps,calories,water_intake_ml,stress_level,heart_rate_bpm,health_score,sleep_score,step_score,calorie_score,water_score,stress_score,hr_score,active_sleep_score,recovery_score,hydration_ratio,cardio_index,lifestyle_score,cal_per_1k_steps,sleep_per_stress,water_per_cal,sleep_hours_sq,stress_level_sq,steps_log,sleep_category,activity_category,stress_category
8.79,1289,2211,1541,7,68.9,59.11,88.15,12.889999999999999,89.45,51.366666666666674,33.33333333333333,87.57999999999998,11.362535000000001,29.38333333333333,696.969696969697,11.289061999999996,60.461666666666666,1715.2831652443756,1.2557142857142856,0.696969696969697,77.26409999999998,49,7.162397497355718,3.0,0.0,2.0
3.0,7268,2126,1913,6,72.2,54.52,25.0,72.68,93.7,63.76666666666667,44.44444444444444,81.63999999999999,18.17,11.11111111111111,899.8118532455316,59.335952,63.538518518518515,292.5151348376445,0.5,0.8998118532455315,9.0,36,8.891374009484636,0.0,2.0,1.0
6.08,7051,2023,1797,2,62.7,74.29,71.2,70.50999999999999,98.85,59.9,88.88888888888889,98.74,50.20312,63.288888888888884,888.2847256549678,69.621574,81.34814814814814,286.90965820451,3.04,0.8882847256549679,36.9664,4,8.861066543517762,2.0,2.0,0.0
8.54,6046,2055,2271,10,69.6,66.7,91.9,60.46,97.25,75.7,0.0,86.32000000000001,55.562740000000005,0.0,1105.109489051095,52.189072,68.605,339.89414488918294,0.8539999999999999,1.1051094890510949,72.93159999999999,100,8.707317560273212,3.0,2.0,2.0
6.52,8664,2181,2550,8,82.7,66.67,77.8,86.64,90.95,85.0,22.22222222222222,62.739999999999995,67.40592,17.288888888888888,1169.188445667125,54.357936,70.89203703703704,251.73130193905817,0.815,1.169188445667125,42.5104,64,9.067047202149707,2.0,3.0,2.0
4.8,9186,1882,3562,5,62.4,75.99,52.0,91.86,94.1,100.0,55.55555555555556,99.28,47.7672,28.888888888888893,1892.6673751328376,91.19860800000001,82.13259259259259,204.8769867189201,0.96,1.8926673751328373,23.04,25,9.125544720271467,0.0,3.0,1.0
5.36,8969,1903,2188,1,72.0,73.44,60.400000000000006,89.69,95.15,72.93333333333332,100.0,82.0,54.17276000000001,60.400000000000006,1149.7635312664215,73.5458,83.36222222222223,212.17527037573868,5.36,1.1497635312664214,28.729600000000005,1,9.101640955052842,1.0,3.0,0.0
8.54,7052,2683,2869,10,80.5,71.04,91.9,70.52000000000001,65.85,95.63333333333334,0.0,66.69999999999999,64.80788000000001,0.0,1069.3253820350355,47.036840000000005,65.10055555555556,380.45944412932505,0.8539999999999999,1.0693253820350355,72.93159999999999,100,8.86120833720818,3.0,2.0,2.0
4.12,4695,3084,1702,8,62.1,42.84,41.800000000000004,46.949999999999996,45.8,56.733333333333334,22.22222222222222,99.82,19.6251,9.28888888888889,551.8806744487679,46.865489999999994,52.22092592592593,656.8690095846645,0.515,0.5518806744487679,16.9744,64,8.454466361507933,0.0,1.0,2.0
8.69,9997,1518,1195,5,85.1,77.04,89.65,99.97,75.9,39.83333333333333,55.55555555555556,58.42000000000001,89.623105,49.80555555555556,787.2200263504611,58.40247400000001,69.88814814814815,151.84555366609982,1.738,0.7872200263504612,75.5161,25,9.210140351973516,3.0,3.0,1.0
6.92,8038,1496,1989,2,72.9,78.6,83.8,80.38,74.8,66.3,88.88888888888889,80.38,67.35843999999999,74.48888888888888,1329.5454545454545,64.609444,79.09148148148148,186.11594924110474,3.46,1.3295454545454546,47.8864,4,8.99205997632796,2.0,3.0,0.0
5.21,10665,1617,1241,2,70.0,69.57,58.15,100.0,80.85,41.36666666666667,88.88888888888889,85.6,58.15,51.68888888888889,767.4706246134817,85.6,75.80925925925926,151.61744022503518,2.605,0.7674706246134818,27.144099999999998,4,9.274816391160547,1.0,4.0,0.0
6.13,10370,1959,2209,3,47.9,75.89,71.95,100.0,97.95,73.63333333333333,77.77777777777779,74.62,71.95,55.96111111111112,1127.6161306789177,74.62,82.65518518518518,188.91031822565094,2.0433333333333334,1.1276161306789179,37.5769,9,9.246768728589734,2.0,4.0,0.0
5.47,3735,2358,1732,3,67.5,58.04,62.05,37.35,82.1,57.733333333333334,77.77777777777779,90.1,23.175675000000002,48.26111111111111,734.520780322307,33.65235,67.85185185185185,631.3253012048193,1.8233333333333333,0.734520780322307,29.920899999999996,9,8.225770799348734,1.0,1.0,0.0
8.3,3697,2237,1027,3,76.5,66.73,95.49999999999999,36.97,88.15,34.233333333333334,77.77777777777779,73.9,35.306349999999995,74.27777777777777,459.09700491729996,27.32083,67.75518518518517,605.0852042196375,2.766666666666667,0.45909700491729993,68.89000000000001,9,8.21554741194707,3.0,1.0,0.0
8.1,5733,2069,3242,5,92.9,77.55,98.5,57.330000000000005,96.55,100.0,55.55555555555556,44.37999999999999,56.47005,54.72222222222223,1566.9405509908167,25.443053999999997,75.38592592592592,360.8930751787895,1.6199999999999999,1.5669405509908167,65.61,25,8.654168646443315,3.0,2.0,1.0
4.42,4831,2212,1877,1,78.8,61.85,46.3,48.309999999999995,89.4,62.56666666666667,100.0,69.76,22.36753,46.3,848.5533453887883,33.701056,69.38944444444444,457.8762161043262,4.42,0.8485533453887885,19.5364,1,8.48301573961465,0.0,1.0,0.0
6.39,10266,1723,1217,4,85.5,72.2,75.85,100.0,86.15,40.56666666666667,66.66666666666666,57.699999999999996,75.85,50.56666666666665,706.3261752756819,57.7,71.15555555555555,167.83557373855444,1.5975,0.706326175275682,40.8321,16,9.236690147298965,2.0,4.0,1.0
5.71,9054,1902,2739,9,57.5,59.76,65.65,90.53999999999999,95.1,91.3,11.11111111111111,91.9,59.43951,7.294444444444444,1440.06309148265,83.20626,74.26685185185185,210.0728959575878,0.6344444444444445,1.4400630914826498,32.6041,81,9.111072370317514,1.0,3.0,2.0
8.94,11298,1992,1763,9,70.5,75.56,85.9,100.0,99.6,58.766666666666666,11.11111111111111,84.7,85.9,9.544444444444444,885.0401606425703,84.7,73.34629629629629,176.31439192777484,0.9933333333333333,0.8850401606425703,79.9236,81,9.332469505209247,3.0,4.0,2.0
4.97,9189,1366,2854,1,86.6,78.39,54.55,91.89,68.3,95.13333333333334,100.0,55.720000000000006,50.125994999999996,54.55,2089.311859443631,51.201108000000005,77.5988888888889,148.65600174121232,4.97,2.089311859443631,24.700899999999997,1,9.125871215349733,0.0,3.0,0.0
9.41,8626,1535,1760,7,61.3,74.51,78.85,86.26,76.75,58.666666666666664,33.33333333333333,98.74,68.01601,26.283333333333324,1146.5798045602608,85.173124,72.10000000000001,177.95038256434037,1.3442857142857143,1.1465798045602607,88.5481,49,9.062652099076578,2.0,3.0,2.0
6.95,11599,1551,1875,10,83.6,60.22,84.25,100.0,77.55,62.5,0.0,61.12000000000001,84.25,0.0,1208.8974854932303,61.12000000000001,64.23666666666666,133.71842400206913,0.6950000000000001,1.2088974854932302,48.3025,100,9.358760377094455,2.0,4.0,2.0
5.26,9409,2306,2407,6,80.8,65.5,58.9,94.08999999999999,84.7,80.23333333333333,44.44444444444444,66.16,55.419009999999986,26.177777777777777,1043.798785776236,62.249943999999985,71.4212962962963,245.08449356998617,0.8766666666666666,1.0437987857762359,27.667599999999997,36,9.149528232579426,1.0,3.0,1.0
5.98,8204,2098,2556,4,75.3,65.77,69.7,82.04,95.1,85.2,66.66666666666666,76.06,57.18188000000001,46.46666666666666,1218.3031458531937,62.399624,79.12777777777778,255.72891272549973,1.495,1.2183031458531934,35.760400000000004,16,9.01249900352419,1.0,3.0,1.0
5.8,12441,2244,2661,5,68.1,73.24,67.0,100.0,87.8,88.7,55.55555555555556,89.02000000000001,67.0,37.22222222222222,1185.8288770053475,89.02000000000002,81.34592592592593,180.3713527851459,1.16,1.1858288770053476,33.64,25,9.428833125074965,1.0,4.0,1.0
5.09,8346,1264,2146,3,60.2,71.01,56.349999999999994,83.46000000000001,63.2,71.53333333333333,77.77777777777779,96.76,47.029709999999994,43.827777777777776,1697.7848101265822,80.755896,74.84685185185184,151.44979630960938,1.6966666666666665,1.6977848101265822,25.908099999999997,9,9.029657471850737,1.0,3.0,0.0
7.14,7087,1407,2517,4,93.3,68.5,87.1,70.87,70.35,83.89999999999999,66.66666666666666,43.660000000000004,61.72777,58.06666666666665,1788.912579957356,30.941842000000005,70.42444444444445,198.53252434034147,1.785,1.788912579957356,50.9796,16,8.866158492284917,3.0,2.0,1.0
5.16,5487,2265,2647,10,79.6,51.55,57.400000000000006,54.87,86.75,88.23333333333333,0.0,68.32000000000001,31.49538,0.0,1168.653421633554,37.487184,59.26222222222222,412.7938764352105,0.516,1.168653421633554,26.625600000000002,100,8.610319169405722,1.0,2.0,2.0
3.73,10109,1000,2320,7,76.1,49.12,35.95,100.0,50.0,77.33333333333333,33.33333333333333,74.62,35.95,11.983333333333333,2320.0,74.62,61.87277777777777,98.92175289346127,0.5328571428571428,2.32,13.9129,49,9.221280312014517,0.0,4.0,2.0
6.43,11711,2490,2114,5,67.0,69.28,76.44999999999999,100.0,75.5,70.46666666666667,55.55555555555556,91.0,76.44999999999999,42.472222222222214,848.9959839357429,91.0,78.16203703703702,212.62061309879599,1.286,0.8489959839357429,41.344899999999996,25,9.368369236201092,2.0,4.0,1.0
4.3,7848,1271,1333,2,72.5,65.09,44.5,78.48,63.55,44.43333333333334,88.88888888888889,81.1,34.9236,39.55555555555555,1048.780487804878,63.64728,66.82537037037036,161.9520897043833,2.15,1.048780487804878,18.49,4,8.968141414126814,0.0,3.0,0.0
5.87,11924,2337,2560,10,74.0,66.3,68.05,100.0,83.15,85.33333333333334,0.0,78.4,68.05,0.0,1095.4214805305946,78.4,69.15555555555557,195.99127809459912,0.587,1.0954214805305948,34.456900000000005,100,9.386392315756542,1.0,4.0,2.0
5.64,2090,1645,2225,2,76.8,57.65,64.6,20.9,82.25,74.16666666666667,88.88888888888889,73.36,13.501399999999999,57.42222222222222,1352.5835866261398,15.332239999999999,67.36092592592593,787.0813397129187,2.82,1.3525835866261398,31.809599999999996,4,7.645397699428633,1.0,0.0,0.0
5.69,7834,2420,1952,8,80.8,56.89,65.35000000000001,78.34,79.0,65.06666666666666,22.22222222222222,66.16,51.19519000000001,14.522222222222224,806.6115702479339,51.829744,62.68981481481482,308.9098800102119,0.71125,0.8066115702479338,32.3761,64,8.966356154790121,1.0,3.0,2.0
10.0,7880,3283,2967,4,62.6,79.52,70.0,78.8,35.849999999999994,98.9,66.66666666666666,98.92,55.16,46.66666666666666,903.7465732561682,77.94896,74.85611111111112,416.6243654822335,2.5,0.9037465732561681,100.0,16,8.97221007835365,2.0,3.0,1.0
7.08,5819,1091,1343,3,54.4,60.33,86.2,58.19,54.55,44.766666666666666,77.77777777777779,86.32,50.15978,67.04444444444445,1230.980751604033,50.229608,67.9674074074074,187.4892593229077,2.36,1.230980751604033,50.126400000000004,9,8.669055540725484,3.0,2.0,0.0
7.37,15152,2278,3186,2,73.0,82.72,90.55,100.0,86.1,100.0,88.88888888888889,80.2,90.55,80.48888888888888,1398.595258999122,80.2,90.95648148148149,150.34318901795143,3.685,1.398595258999122,54.316900000000004,4,9.625953811136162,3.0,4.0,0.0
4.34,7801,1277,2187,4,51.0,60.44,45.099999999999994,78.01,63.85,72.89999999999999,66.66666666666666,80.2,35.18251,30.06666666666666,1712.607674236492,62.564020000000006,67.78777777777778,163.69696192795794,1.085,1.7126076742364917,18.8356,16,8.962135390066601,0.0,3.0,1.0
6.02,6777,2171,2391,7,68.1,67.55,70.3,67.77,91.45,79.7,33.33333333333333,89.02000000000001,47.642309999999995,23.43333333333333,1101.3357899585446,60.328854,71.92888888888888,320.348236682898,0.86,1.1013357899585445,36.240399999999994,49,8.821437352166997,2.0,2.0,2.0
7.32,8078,1917,1963,5,65.9,77.84,89.80000000000001,80.78,95.85,65.43333333333334,55.55555555555556,92.97999999999999,72.54044,49.88888888888889,1023.9958268127282,75.10924399999999,80.06648148148149,237.3112156474375,1.464,1.0239958268127283,53.58240000000001,25,8.997023381479709,3.0,3.0,1.0
5.46,1992,2052,1200,1,77.9,62.31,61.9,19.919999999999998,97.4,40.0,100.0,71.38,12.330479999999998,61.9,584.7953216374269,14.218895999999997,65.10000000000001,1030.120481927711,5.46,0.5847953216374269,29.8116,1,7.597396320212795,1.0,0.0,0.0
8.36,5720,1635,2116,3,95.8,68.67,94.60000000000001,57.199999999999996,81.75,70.53333333333333,77.77777777777779,39.160000000000004,54.1112,73.5777777777778,1294.1896024464831,22.399520000000003,70.17018518518519,285.83916083916085,2.7866666666666666,1.2941896024464832,69.88959999999999,9,8.651898894268529,3.0,2.0,0.0
5.2,10950,2312,2401,2,48.7,76.44,58.0,100.0,84.4,80.03333333333333,88.88888888888889,76.06,58.0,51.55555555555556,1038.4948096885814,76.06,81.23037037037037,211.14155251141554,2.6,1.0384948096885813,27.040000000000003,4,9.301186055275759,1.0,4.0,0.0
6.57,6113,1421,2606,5,99.3,63.05,78.55000000000001,61.129999999999995,71.05,86.86666666666667,55.55555555555556,32.86,48.017615000000006,43.63888888888889,1833.9197748064742,20.087317999999996,64.33537037037037,232.45542286929492,1.314,1.8339197748064744,43.1649,25,8.71833650245078,2.0,2.0,1.0
6.12,5513,2497,2081,10,69.2,53.26,71.8,55.13,75.15,69.36666666666666,0.0,87.03999999999999,39.58334,0.0,833.4000800961154,47.985152,59.74777777777778,452.9294395066207,0.612,0.8334000800961153,37.4544,100,8.615045591583742,2.0,2.0,2.0
7.25,11929,1836,884,10,76.2,61.45,88.75,100.0,91.8,29.46666666666667,0.0,74.44,88.75,0.0,481.48148148148147,74.44,64.0761111111111,153.9106379411518,0.725,0.48148148148148145,52.5625,100,9.386811515091962,3.0,4.0,2.0
6.04,12021,1439,1275,10,55.0,54.83,70.6,100.0,71.95,42.5,0.0,87.4,70.6,0.0,886.0319666435024,87.4,62.07500000000001,119.707179103236,0.604,0.8860319666435025,36.4816,100,9.394493583599107,2.0,4.0,2.0
6.59,9551,2638,3431,2,84.0,71.6,78.85,95.50999999999999,68.1,100.0,88.88888888888889,60.4,75.30963499999999,70.08888888888887,1300.6065200909782,57.688039999999994,81.95814814814814,276.2014448748822,3.295,1.300606520090978,43.4281,4,9.164505835632383,2.0,3.0,0.0
6.65,6635,1973,1544,5,72.5,71.52,79.75,66.35,98.65,51.46666666666667,55.55555555555556,81.1,52.91412499999999,44.30555555555556,782.5646224024329,53.80984999999999,72.14537037037037,297.3624717407687,1.33,0.7825646224024329,44.222500000000004,25,8.800264651310336,2.0,2.0,1.0
5.9,7282,2763,3056,1,71.3,77.52,68.5,72.82,61.85,100.0,100.0,83.26,49.881699999999995,68.5,1106.0441549040897,60.629932,81.07166666666666,379.42872837132654,5.9,1.1060441549040898,34.81,1,8.893298144217916,1.0,2.0,0.0
7.73,5588,2489,1640,5,48.8,61.15,95.95,55.879999999999995,75.55,54.666666666666664,55.55555555555556,76.24,53.616859999999996,53.30555555555556,658.8991562876657,42.602911999999996,68.9737037037037,445.4187544738726,1.546,0.6588991562876657,59.752900000000004,25,8.628555659269699,3.0,2.0,1.0
7.36,5016,1681,2091,6,72.9,67.3,90.4,50.160000000000004,84.05,69.69999999999999,44.44444444444444,80.38,45.344640000000005,40.17777777777778,1243.90243902439,40.318608,69.85574074074074,335.1275917065391,1.2266666666666668,1.2439024390243902,54.1696,36,8.520587424484253,3.0,2.0,1.0
6.87,4867,1966,2575,8,82.1,61.62,83.05,48.67,98.3,85.83333333333333,22.22222222222222,63.82000000000001,40.420435000000005,18.455555555555556,1309.766022380468,31.061194000000004,66.98259259259258,403.9449352784056,0.85875,1.309766022380468,47.1969,64,8.490438454107418,2.0,1.0,2.0
6.35,6146,2048,1708,4,69.2,67.89,75.25,61.46,97.6,56.93333333333334,66.66666666666666,87.03999999999999,46.24865,50.16666666666666,833.984375,53.494784,74.15833333333332,333.2248616986658,1.5875,0.833984375,40.3225,16,8.72371943690701,2.0,2.0,1.0
8.19,4896,2611,3155,1,86.1,76.79,97.15,48.96,69.45,100.0,100.0,56.62000000000001,47.56464,97.15,1208.349291459211,27.721152000000007,78.69666666666667,533.2924836601308,8.19,1.208349291459211,67.0761,1,8.496378051702317,3.0,1.0,0.0
6.65,3309,2175,2245,5,85.6,63.42,79.75,33.09,91.25,74.83333333333333,55.55555555555556,57.52000000000001,26.389275,44.30555555555556,1032.1839080459772,19.033368000000007,65.33314814814815,657.298277425204,1.33,1.032183908045977,44.222500000000004,25,8.104703468371108,2.0,1.0,1.0
6.54,8658,2071,2477,5,64.3,74.65,78.1,86.58,96.45,82.56666666666666,55.55555555555556,95.86,67.61898,43.388888888888886,1196.040560115886,82.99558799999998,82.51870370370371,239.2007392007392,1.308,1.196040560115886,42.7716,25,9.066354521447801,2.0,3.0,1.0
7.16,8704,1920,2039,7,91.1,66.04,87.4,87.03999999999999,96.0,67.96666666666667,33.33333333333333,47.62000000000001,76.07296,29.13333333333333,1061.9791666666667,41.448448000000006,69.89333333333333,220.58823529411762,1.022857142857143,1.0619791666666667,51.2656,49,9.07165285220229,3.0,3.0,2.0
9.54,13102,1980,2595,1,72.5,100.0,76.9,100.0,99.0,86.5,100.0,81.1,76.9,76.9,1310.6060606060605,81.1,90.58333333333333,151.12196611204396,9.54,1.3106060606060606,91.01159999999999,1,9.480596490604585,2.0,4.0,0.0
4.99,5995,2522,3147,7,72.6,59.69,54.85,59.95,73.9,100.0,33.33333333333333,80.92000000000002,32.882575,18.28333333333333,1247.8191911181602,48.51154000000001,67.1588888888889,420.6839032527106,0.7128571428571429,1.2478191911181602,24.900100000000002,49,8.698847859222488,0.0,2.0,2.0
8.15,8888,2001,2121,5,73.2,80.6,97.75,88.88000000000001,99.95,70.7,55.55555555555556,79.83999999999999,86.8802,54.30555555555556,1059.9700149925038,70.961792,82.11259259259258,225.13501350135013,1.6300000000000001,1.0599700149925038,66.4225,25,9.092569836241674,3.0,3.0,1.0
4.16,8938,1842,3238,8,72.8,65.85,42.400000000000006,89.38000000000001,92.1,100.0,22.22222222222222,80.56,37.89712000000001,9.422222222222222,1757.871878393051,72.00452800000001,71.11037037037038,206.0863727903334,0.52,1.757871878393051,17.305600000000002,64,9.098179005087852,0.0,3.0,2.0
7.33,7238,1774,1833,10,45.0,57.81,89.95,72.38,88.7,61.1,0.0,69.4,65.10581,0.0,1033.2581736189402,50.23172,63.58833333333333,245.09533020171315,0.733,1.0332581736189403,53.7289,100,8.88723835429314,3.0,2.0,2.0
9.36,10233,1778,2658,3,69.8,90.51,79.60000000000001,100.0,88.9,88.6,77.77777777777779,85.96000000000001,79.60000000000001,61.911111111111126,1494.9381327334083,85.96,86.8062962962963,173.7515879996091,3.1199999999999997,1.4949381327334084,87.60959999999999,9,9.233470789365038,2.0,4.0,0.0
7.73,10326,1439,2493,8,55.6,74.13,95.95,100.0,71.95,83.1,22.22222222222222,88.48,95.95,21.322222222222223,1732.4530924252954,88.48,76.95037037037038,139.35696300600426,0.96625,1.7324530924252954,59.752900000000004,64,9.242517103671403,3.0,4.0,2.0
7.26,8982,1700,1559,2,91.5,71.51,88.89999999999999,89.82,85.0,51.96666666666667,88.88888888888889,46.9,79.84997999999999,79.02222222222221,917.0588235294118,42.12558,75.24592592592592,189.26742373636162,3.63,0.9170588235294118,52.7076,4,9.103089181229207,3.0,3.0,0.0
6.16,7233,2599,2328,10,91.0,54.95,72.4,72.33000000000001,70.05,77.60000000000001,0.0,47.8,52.36692000000001,0.0,895.7291265871488,34.57374,56.69666666666668,359.32531453062353,0.616,0.8957291265871489,37.9456,100,8.886547412512042,2.0,2.0,2.0
7.05,6927,1917,2204,5,82.2,69.24,85.75,69.27,95.85,73.46666666666667,55.55555555555556,63.63999999999999,59.399024999999995,47.638888888888886,1149.7130933750652,44.083428,73.92203703703703,276.7431788653097,1.41,1.1497130933750652,49.7025,25,8.843326450242271,3.0,2.0,1.0
6.62,3897,2282,1688,8,69.1,58.35,79.3,38.97,85.9,56.266666666666666,22.22222222222222,87.22000000000001,30.903209999999998,17.62222222222222,739.7020157756353,33.989634,61.64648148148149,585.5786502437772,0.8275,0.7397020157756354,43.824400000000004,64,8.268218880067506,2.0,1.0,2.0
5.82,5582,1008,2415,8,59.9,56.02,67.30000000000001,55.82,50.4,80.5,22.22222222222222,96.22,37.566860000000005,14.955555555555556,2395.8333333333335,53.710004,62.07703703703703,180.58043711931208,0.7275,2.3958333333333335,33.872400000000006,64,8.62748154531036,1.0,2.0,2.0
6.57,6134,2227,2288,7,64.1,67.18,78.55000000000001,61.339999999999996,88.65,76.26666666666667,33.33333333333333,96.22000000000001,48.182570000000005,26.183333333333334,1027.391109115402,59.02134800000001,72.39333333333333,363.05836322138896,0.9385714285714286,1.027391109115402,43.1649,49,8.721765357145012,2.0,2.0,2.0
7.3,4628,1935,2156,4,95.3,62.94,89.5,46.28,96.75,71.86666666666667,66.66666666666666,40.06,41.42060000000001,59.66666666666666,1114.2118863049095,18.539768000000002,68.52055555555555,418.10717372515126,1.825,1.1142118863049095,53.29,16,8.44009614103127,3.0,1.0,1.0
5.85,9320,1807,2159,8,63.7,66.93,67.75,93.2,90.35,71.96666666666667,22.22222222222222,96.94,63.143,15.055555555555554,1194.7980077476482,90.34808000000001,73.73814814814814,193.8841201716738,0.73125,1.194798007747648,34.2225,64,9.140025198061156,1.0,3.0,2.0
5.79,11590,2072,2146,5,45.0,68.89,66.85,100.0,96.4,71.53333333333333,55.55555555555556,69.4,66.85,37.138888888888886,1035.7142857142858,69.4,76.62314814814813,178.77480586712684,1.158,1.0357142857142858,33.5241,25,9.357984213888745,1.0,4.0,1.0
